ID,Type,Name,Description,Page,Section
3C068500-270E-4BC7-8B1B-71FDFBC71C44,Activity,Perform disposal,"– Decommission the system elements to be terminated.
– Disassemble the elements for ease of handling. Include identification and processing of reusable elements.
– Extract all elements and waste materials that are no longer needed—this includes removing materials from storage sites, consigning the elements and waste products for destruction or permanent storage, and ensuring that the waste products cannot get back into the supply chain.
– Dispose of deactivated system element per disposal procedure.
– Remove affected staff and capture the tacit knowledge for future needs.",101,4.14
641B80C2-E825-4593-B15E-2E57FF82FF57,Activity,Finalize the disposal,"– Confirm no adverse effects from the disposal activities and return the environment to its original state.
– Maintain documentation of all disposal activities and residual hazards.",101,4.14
7E897B84-BBE4-4D9E-84EE-98227AAD3276,Activity,Define the project,"– Analyze the project proposal and related agreements to define the project objectives, scope, and constraints.
– Establish tailoring of organization procedures and practices to carry out planned effort. Chapter 8 contains a detailed discussion on tailoring.
– Establish a work breakdown structure (WBS) based on the evolving system architecture.
– Define and maintain a life cycle model that is tailored from the defined life cycle models of theorganization. This includes the identification of major milestones, decision gates, and project reviews.",104,5.1
683A07BD-118C-4570-8AA5-3429EEBC5740,Activity,Plan project and technical management,"– Establish the roles and responsibilities for project authority.
– Define top‐level work packages for each task and activity identified. Each work package should be tied to required resources including procurement strategies.
– Develop a project schedule based on objectives and work estimates.
– Define the infrastructure and services required.
– Define costs and estimate project budget.
– Plan the acquisition of materials, goods, and enabling system services.
– Prepare a systems engineering management plan (SEMP) or systems engineering plan (SEP), including the reviews that will be performed across the life cycle.
– Generate or tailor quality management, configuration management, risk management, information management, and measurement plans to meet the needs of the project (may be the SEMP or SEP for smaller projects).
– Establish the criteria to be used for major milestones, decision gates, and internal reviews.",104,5.1
EBF4292C-A3E7-4C75-BEA6-E10843990749,Activity,Activate the project,,104,5.1
1656166F-0FF5-41CC-BAD0-5E6C6BD4CD23,Activity,Plan for project assessment and control,– Develop a strategy for project assessment and control for the system.,108,5.2
BFDADBF1-5559-4330-BB88-3E86A00BD8AB,Activity,Assess the project,"– Review measurement results associated with the project.
– Determine actual and projected cost against budget, actual and projected time against schedule, and deviations in project quality.
– Evaluate the effectiveness and efficiency of the performance of project activities.
– Evaluate the adequacy and the availability of the project infrastructure and resources.
– Evaluate project progress against established criteria and milestones.
– Conduct required reviews, audits, and inspections to determine readiness to proceed to the next milestone.
– Monitor critical tasks and new technologies (see Section 5.4).
– Analyze assessment results.
– Make recommendations for adjustments to project plans—these are input to the project control process and other decision‐making processes.
– Communicate status as designated in agreements, policies, and procedures.",108,5.2
714EB3D8-C3CF-4FCB-9543-9676138B109F,Activity,Control the project,"– Initiate preventive actions when assessments indicate a trend toward deviation.
– Initiate problem resolution when assessments indicate nonconformance with performance success criteria.
– Initiate corrective actions when assessments indicate deviation from approved plans.
– Establish work items and changes to schedule to reflect the actions taken.
– Negotiate with suppliers for any goods or services acquired from outside the organization.
– Make the decision to proceed, or not to proceed, when assessments support a decision gate or milestone event.",108,5.2
D7F651A7-1184-4AD8-B414-06EFDBFE102A,Activity,Prepare for decisions,"– Define the decision management strategy for the system.
– Establish and challenge the decision statement, and clarify the decision to be made. This is one of the most important steps since an incomplete or incorrect decision statement will inappropri-ately constrain the options considered or even lead the team down the wrong path. Consider the differences that would result from the following decision statements:
° What car should I buy?
° What vehicle should I buy?
° What vehicle should I acquire (buy or lease)?
° Do I need to travel?",110,5.3
2ED26342-B006-4E58-A345-01DE57C74BDB,Activity,Analyze the decision information,"– Frame, tailor, and structure decision.
– Develop objectives and measures.
– Generate creative alternatives.
– Assess alternatives via deterministic analysis.
– Synthesize results.
– Identify uncertainty and conduct probabilistic analysis, as appropriate.
– Assess impact of uncertainty.
– Improve alternatives.
– Communicate trade‐offs.
– Present recommendation and implementation plan.",110,5.3
47A2CF0C-ED44-43DF-86BC-AD7B25207CCB,Activity,Make and manage decisions,"– Record the decision, with the relevant data and supporting documentation.
– Communicate new directions from the decision.",110,5.3
01F7B67E-D061-40C0-918C-B5CDDBC82DFB,Activity,Plan risk management,– Define and document the risk strategy.,114,5.4
C05C6971-8914-459C-8EFC-FCF77FA6F7FE,Activity,Manage the risk profile,"– Establish and maintain a risk profile to include context of the risk and its probability, consequences, risk thresholds, and priority and the risk action requests along with the status of their treatment.
– Define and document risk thresholds and accept-able and unacceptable risk conditions.
– Periodically communicate the risks with the appropriate stakeholders.",114,5.4
F4342ECA-41A5-4F89-8869-F4D45B1BCBD6,Activity,Analyze risks,"– Define risk situations and identify the risks.
– Analyze risks for likelihood and consequence to determine the magnitude of the risk and its priority for treatment.
– Define a treatment scheme and resources for each risk, including identification of a person who will be responsible for continuous assessment of the status of the situation.",114,5.4
D3DD4E75-9998-4AD4-9C74-A92257897E0E,Activity,Treat risks,"– Using the criteria for acceptable and unacceptable risk, consider the risk treatment alternative, and generate a plan of action when the risk threshold exceeds acceptable levels.",114,5.4
6DFBEF3D-C7CE-4686-B3D3-DD3C5A108E4E,Activity,Monitor risks,"– Maintain a record of risk items and how they were treated.
– Maintain transparent risk management communications.",114,5.4
C6839D2C-7155-4A88-BD6C-A92BD4649FF1,Activity,Plan configuration management,"– Create a configuration management strategy.
– Implement a configuration control cycle that incorporates evaluation, approval, validation, and verification of engineering change requests (ECRs).",122,5.5
CC481907-88F6-40EB-8FD1-AAD1D07C825A,Activity,Perform configuration identification,"– Identify system elements and information items to be maintained under configuration control as configuration items (CIs).
– Establish unique identifiers for the CIs.
– Establish baselines for the CIs at appropriate points through the life cycle, including agreement of the baselines by the acquirer and supplier.",122,5.5
787EFCA8-ABE5-4132-922A-61A94CDF625C,Activity,Perform configuration change management,"– Control baseline changes throughout the system life cycle. This includes the identification, recording, review, approval, tracking, and processing of requests for change (RFCs) and requests for variance (RFVs) (also known as deviations).",122,5.5
62FD2B8D-DBB8-4ADF-800F-D008B1239731,Activity,Perform configuration status accounting,"– Develop and maintain configuration control documentation and configuration management data, and communicate the status of controlled items to the project team.",122,5.5
CF45EE4B-6AE0-4C0C-AF61-4ADE4B46BDDE,Activity,Perform configuration evaluation,– Perform configuration audits and configuration management surveillance reviews associated with milestones and decision gates to validate the baselines.,122,5.5
7591D555-DE90-4B4C-AA61-DD1B4CED8FAB,Activity,Perform release control,"– Perform prioritization, tracking, scheduling, and closing changes, including relevant supporting documentation.",122,5.5
81AF0C97-0D48-438C-A391-9F8ABAAD186F,Activity,Prepare for information management,"– Support establishing and maintaining a system data dictionary—see project planning outputs.
– Define system‐relevant information, storage requirements, access privileges, and the duration of maintenance.
– Define formats and media for capture, retention, transmission, and retrieval of information.
– Identify valid sources of information and designate authorities and responsibilities regarding the origination, generation, capture, archival, and disposal of information in accordance with the configuration management process.",128,5.6
A2E1253A-8512-46D4-9ED9-0F37BE32AF06,Activity,Perform information management,"– Periodically obtain or transform artifacts of information.
– Maintain information according to integrity, security, and privacy requirements.
– Retrieve and distribute information in an appropriate form to designated parties, as required by agreed schedules or defined circumstances.
– Archive designated information for compliance with legal, audit, knowledge retention, and project closure requirements.
– Dispose of unwanted, invalid, or unverifiable information according to organizational policy, security, and privacy requirements.",128,5.6
2D14DD13-110B-4C30-B8B3-30C6D0162DB6,Activity,Prepare for measurement,"– Identify the measurement stakeholders and their measurement needs, and develop a strategy to meet them.
– Identify and select relevant prioritized measures that aid with the management and technical performance of the program.
– Define the base measures, derived measures, indicators, data collection, measurement frequency, measurement repository, reporting method and frequency, trigger points or thresholds, and review authority.",130,5.7
EA33B272-F443-4919-8B14-51B97977F56E,Activity,Perform measurement,"– Gather, process, store, verify, and analyze the data to obtain measurement results (information products).
– Document and review the measurement information products with the measurement stakeholders and recommend action, as warranted by the results.",130,5.7
83CA753E-B632-408B-950D-DF4E0A67E84A,Activity,Prepare for quality assurance,"– Establish and maintain the QA strategy (often captured in a QA plan).
– Establish and maintain QA guidelines—policies, standards, and procedures.
– Define responsibilities and authorities.",135,5.8
45DFF82F-E126-4D5E-A878-FC2DE921F85A,Activity,Perform product or service evaluations,"– Perform the evaluations at appropriate times in the life cycle as defined by the QA plan, ensuring V&V of the outputs of the life cycle processes. Ensure that QA perspectives are appropriately represented during design, development, verification, validation, and production activities.
– Evaluate product verification results as evidence of QA effectiveness.",135,5.8
FC7AC131-24DA-44C0-96FC-C94A33FB9765,Activity,Perform process evaluations,"– Implement prescribed surveillance on processes to provide an independent evaluation of whether the developing organization is in compliance with established procedures.
– Evaluate enabling tools and environments for conformance and effectiveness.
– Flow applicable procedural and surveillance requirements throughout the project supply chain and evaluate subcontractor processes for confor-mance to allocated requirements.",135,5.8
D9B2F8E0-1435-46E5-AA73-636F50004FB4,Activity,Manage QA records and reports,"– Create, maintain, and store records and reports in accordance with applicable requirements.
– Identify incidents and problems associated with product and process evaluations.",135,5.8
C0C4EC06-034E-4CEB-93D7-F2033790AB09,Activity,Treat incidents and problems,"Note: Incidents are short‐term anomalies or obser-vations that require immediate attention, and problems are confirmed nonconformities that would cause the project to fail to meet requirements.
– Document, classify, report, and analyze all anomalies.
– Perform root cause analysis and note trends.
– Recommend appropriate actions to resolve anomalies and errors, when indicated.
– Track all incidents and problems to closure.",135,5.8
05B3714D-E1AC-48CC-BAC2-EE0B3964F9FC,Activity,Prepare for the acquisition,"– Develop and maintain acquisition plans, policies, and procedures to meet the organization strategies, goals, and objectives as well as the needs of the project management and technical SE organizations.
– Identify needs in a request for supply—such as an RFP or request for quotation (RFQ) or some other mechanism to obtain the supply of the system, service, or product. Through the use of the technical processes, including system requirements definition, the acquiring organization produces a set of requirements that will form the basis for the technical information of the agreement.
– Identify a list of potential suppliers—suppliers may be internal or external to the acquirer organization.",140,6.1
F94C1287-1A9E-4F5F-8E10-5D4588A6B141,Activity,Advertise the acquisition and select the supplier,"– Distribute the RFP, RFQ, or other documented request for supply and select appropriate suppliers—using selection criteria, rank suppliers by their suitability to meet the overall need and establish supplier preferences and corresponding justifications. Viable suppliers should be willing to conduct ethical negotiations, able to meet technical obligations, and willing to maintain open communications throughout the acquisition process.
– Evaluate supplier responses to the RFP or supply request—ensure the (SOI) meets acquirer needs and complies with industry and other standards. Assessments from the project portfolio manage-ment and quality management processes and recommendations from the requesting organization are necessary to determine the suitability of each response and the ability of the supplier to meet the stated commitments. Record recommendations from evaluation of responses to the RFP. This can range from formal documentation to less formal interorganizational interactions (e.g., between design engineering and marketing).
– Select the preferred supplier based on acquisition criteria.",140,6.1
863F9592-AEF1-48B4-BF26-BA6D3D8C85C5,Activity,Establish and maintain an agreement,"– Negotiate agreement—the supplier commits to provide a product or service that satisfies the specified requirements and acceptance criteria for the system of interest. Both supplier and acquirer agree to participate in verification, validation, and acceptance activities; the acquirer agrees to render payment according to the schedule. Both agree to participate in exception and change control procedures and contribute to transparent risk management procedures. The agreement will establish criteria for assessing progress toward final delivery.
– Establish delivery acceptance criteria—the procurement specification, in the context of the overall agreement, should clearly state the criteria by which the acquirer will accept delivery from the supplier. A verification matrix can be used to clarify these criteria.",140,6.1
59413E1D-3297-4390-B19F-6880948EE1D1,Activity,Monitor the agreement,"– Manage acquisition process activities, including decision making for agreements, relationship building and maintenance, interaction with organization management, responsibility for the development of plans and schedules, and final approval authority for deliveries accepted from the supplier.
– Maintain communications with supplier, stakeholders, and other organizations regarding the project.
– Status progress against the agreed‐to schedule to identify risks and issues, to measure progress toward mitigation of risks and adequacy of progress toward delivery and cost and schedule performance, and to determine potential undesirable outcomes for the organization. The project assessment and control process provides necessary evaluation information regarding cost, schedule, and performance.
– Amend agreements when impacts on schedule, budget, or performance are identified.",140,6.1
6587D619-53E1-4247-BFFB-F8B4541AD02D,Activity,Accept the product or service,"– Accept delivery of products and services—in accordance with all agreements and relevant laws and regulations.
– Render payment—or other agreed consideration in accordance with agreed payment schedules.
– Accept responsibility in accordance with all agreements and relevant laws and regulations.
– When an acquisition process cycle concludes, a final review of performance is conducted to extract lessons learned for continued process performance.",140,6.1
E5D6955F-9821-40EE-897B-A72AEF86B3A5,Activity,Prepare for the supply,"– Develop and maintain strategic plans, policies, and procedures to meet the needs of potential acquirer organizations, as well as internal organization goals and objectives including the needs of the project management and technical SE organizations.
– Identify opportunities.",142,6.2
97CEE2FF-521D-4062-9E00-6D9DEC8C0433,Activity,Respond to a tender,"– Select appropriate acquirers willing to conduct ethical negotiations, able to meet financial obligations, and willing to maintain open communi-cations throughout the supply process.
– Evaluate the acquirer requests and propose a SOI that meets acquirer needs and complies with industry and other standards. Assessments from the project portfolio management, human resource management, quality management, and business or mission analysis processes are necessary to determine the suitability of this response and the ability of the organization to meet these commitments.",142,6.2
E542396F-D6E8-473E-AE47-891B9597184C,Activity,Establish and maintain an agreement,"– Supplier commits to meet the negotiated requirements for the SOI; meet delivery milestones, ver-ification, validation, and acceptance conditions; accept the payment schedule; execute exception and change control procedures; and maintain transparent risk management procedures. The agreement will establish criteria for assessing progress toward final delivery.",142,6.2
17E38F0D-3CED-4B4D-B177-F1AE2E1AFE16,Activity,Execute the agreement,"– Start the project and invoke the other processes defined in this handbook.
– Manage supply process activities, including decision making for agreements, relationship building and maintenance, interaction with organization management, responsibility for the development of plans and schedules, and final approval authority for deliveries made to acquirer.
– Maintain communications with acquirers, sub-suppliers, stakeholders, and other organizations regarding the project.
– Evaluate carefully the terms of the agreement to identify risks and issues, progress toward mitigation of risks, and adequacy of progress toward delivery; evaluate cost and schedule performance; and determine potential undesirable outcomes for the organization.",142,6.2
EF598104-D2B0-4268-A320-B2A7FA6A2179,Activity,Deliver and support the product or service,"– After acceptance and transfer of the final products and services, the acquirer will provide payment or other consideration in accordance with all agreements, schedules, and relevant laws and regulations.
– When a supply process cycle concludes, a final review of performance is conducted to extract lessons learned for continued process performance.",142,6.2
3C2EE10C-FE9A-4D1E-8887-3ECC486F2231,Activity,Establish the process,"– Identify sources (organization, corporate, industry, academia, stakeholders, and customers) of life cycle model management process information.
– Distill the information from multiple sources into an appropriate set of life cycle models that are aligned with the organization and business area plans and infrastructure.
– Establish life cycle model management guidelines in the form of plans, policies, procedures, tailoring guidance, models, and methods and tools for controlling and directing the life cycle models.
– Define, integrate, and communicate life cycle model roles, responsibilities, authorities, requirements, measures, and performance criteria based on the life cycle model management process guidelines.
– Use business achievements to establish entrance and exit criteria for decision gates.
– Disseminate policies, procedures, and directives throughout the organization.",145,7.1
7F92042D-8E6D-433C-91CB-A440EE502E85,Activity,Assess the process,"– Use assessments and reviews of the life cycle models to confirm the adequacy and effectiveness of the life cycle model management processes.
– Identify opportunities to improve the organization life cycle model management guidelines on a continuing basis based on individual project assessments, individual feedback, and changes in the organization strategic plan.
– Lessons learned and measurement results from process performance on projects should be used as significant sources from which to identify improvements.",145,7.1
5758FF8A-A7AE-4399-8AD6-771E307A6D58,Activity,Improve the process,"– Prioritize and implement the identified improvement opportunities.
– Communicate with all relevant organizations regarding the creation of and changes in the life cycle model management guideline.",145,7.1
D715E674-55F8-407A-8740-1DC8C8DAFCB0,Activity,Establish the infrastructure,"– Gather and negotiate infrastructure resource needs with organization and projects.
– Establish the infrastructure resources and services to ensure organization goals and objectives are met.
– Manage resource and service conflicts and shortfalls with steps for resolution.",149,7.2
34B64472-8E50-492E-B853-B05B5D6C9F55,Activity,Maintain the infrastructure,"– Manage infrastructure resource availability to ensure organization goals and objectives are met. Conflicts and resource shortfalls are managed with steps for resolution.
– Allocate infrastructure resources and services to support all projects.
– Control multiproject infrastructure resource management communications to effectively allocate resources throughout the organization, and identify potential future or existing conflict issues and problems with recommendations for resolution.",149,7.2
5DEDB36F-0678-4EDA-AA4B-AED707C09D4B,Activity,Define and authorize projects,"– Identify, assess, and prioritize investment oppor-tunities consistent with the organization strategic plan.
– Establish business area plans—use the strategic objectives to identify candidate projects to fulfill them.
– Establish project scope, define project manage-ment accountabilities and authorities, and identify expected project outcomes.
– Establish the domain area of the product line defined by its main features and their suitable variability.
– Allocate adequate funding and other resources.
– Identify interfaces and opportunities for multi-project synergies.
– Specify the project governance process including organizational status reporting and reviews.
– Authorize project execution.",151,7.3
239C1E90-4CD1-4F19-A30C-33837BD14B06,Activity,Evaluate the portfolio of projects,"– Evaluate ongoing projects to provide rationale for continuation, redirection, or termination.",151,7.3
23E94A35-2313-4120-8BC4-67FF276E456E,Activity,Terminate projects,"– Close, cancel, or suspend projects that are completed or designated for termination.",151,7.3
5A06F9F8-6A35-433C-83EF-C6DAFB89586F,Activity,Identify skills,"– The skills of the existing personnel are identified to establish a “skills inventory.”
– Review current and anticipated projects to determine the skills needed across the portfolio of projects.
– Skill needs are evaluated against available people with the prerequisite skills to determine if training or hiring activities are indicated.",154,7.4
BD99051C-261D-4DEF-B41C-3D9C6EC4023E,Activity,Develop skills,"– Obtain (or develop) and deliver training to close identified gaps of project personnel.
– Identify assignments that lead toward career progression.",154,7.4
C2FA034C-8BDB-49D7-8D91-9A35980574CE,Activity,Acquire and provide skills,"– Provide human resources to support all projects.
– Train or hire qualified personnel when gaps indicate that skill needs cannot be met with existing personnel.
– Maintain communication across projects to effectively allocate human resources throughout the organization, and identify potential future or existing conflicts and problems with recommen-dations for resolution.
– Other related assets are scheduled or, if necessary, acquired.",154,7.4
4F749737-0000-4E03-BAB1-66EA8A8AB38A,Activity,Plan quality management,"– Identify, assess, and prioritize quality guidelines consistent with the organization strategic plan. Establish QM guidelines—policies, standards, and procedures.
– Establish organization and project QM goals and objectives.
– Establish organization and project QM responsi-bilities and authorities.",156,7.5
D8FADE6F-1391-462E-A246-D78D8D0CEEDC,Activity,Assess quality management,"– Evaluate project assessments.
– Assess customer satisfaction against compliance with requirements and objectives.
– Continuously improve the QM guidelines.",156,7.5
C1AF2FDE-F0BF-4FED-B9DB-E25E6DAE30F5,Activity,Perform quality management corrective action and preventive action,"– Recommend appropriate action, when indicated.
– Maintain open communications—within the organization and with stakeholders.",156,7.5
D3633502-F97A-4C7C-B3C4-B5F72156371C,Activity,Plan knowledge management,"– Establish a KM strategy that defines how the organization and projects within the organization will interact to ensure the right level of knowledge is captured to provide useful knowledge assets. This needs to be done in a cost‐effective manner, so there is a need to prioritize the efforts.
– Establish the scope of the KM strategy—the organization and projects need to identify the specific knowledge information to capture and manage.
– Establish which projects will be subject to the knowledge management process. If the knowledge assets are not used, then the effort has been wasted. If there is no identified project that will benefit from the knowledge asset, then it probably should not be considered.",158,7.6
C3573367-BF32-4607-B4B8-837839868A57,Activity,Share knowledge and skills throughout the organization,"– Capture, maintain, and share knowledge and skills per the strategy.
– The infrastructure should be established to include mechanisms to easily identify and access the assets and to determine the level of applica-bility for the project considering its use.",158,7.6
FB26A2C0-AC24-4564-8476-BFE4C305602A,Activity,Share knowledge assets throughout the organization,"– Establish a taxonomy for the reapplication of knowledge.
– Establish a representation for domain models and domain architectures. The intent of this is to ensure an understanding of the domain to help identify and manage opportunities for common system elements and their representations, such as architecture or design patterns, reference architectures, common requirements, etc.
– Define or acquire the knowledge assets applicable to the domain, including system and software ele-ments, and share them across the organization. As the system and system elements are defined in the technical processes, the information items that represent those definitions should be captured and included as knowledge assets for the domain.",158,7.6
CBF28BFC-373B-4B61-B779-2372BFE5A3B7,Activity,"Manage knowledge, skills, and knowledge assets","– As the domain, family of systems, or product line changes, ensure the associated knowledge assets are revised or replaced to reflect the latest information. In addition, the associated domain models and architectures also may need to be revised.
– Assess and track where the knowledge assets are being used. This can help understand the utility of specific assets, as well as determine whether they are being applied where they are applicable.
– Determine whether the knowledge assets reflect the advances in technology, where applicable, and if they continue to evolve with the market trends and needs.",158,7.6
EE740F31-A672-4AD3-9D4A-E52DFB176B3F,Activity,Identify and record the circumstances that influence tailoring,– Identify tailoring criteria for each stage—Establish the criteria to determine the process level that applies to each stage.,163,8.1
4047FF2A-FB33-4946-BA5E-C8D1E347455E,Activity,Take due account of the life cycle structures recommended or mandated by standards,,163,8.1
B94D5859-0E38-4D5C-945F-167BBBF22C27,Activity,Obtain input from parties affected by the tailoring decisions,"– Determine process relevance to cost, schedule, and risks.
– Determine process relevance to system integrity.
– Determine quality of documentation needed.
– Determine the extent of review, coordination, and decision methods.",163,8.1
C2E70732-DDE0-4C93-B883-2E15EEE8BCE8,Activity,Make tailoring decisions,,163,8.1
19FAECE0-CEF6-4DDA-AD08-AC4227D9DE79,Activity,Select the life cycle processes that require tailoring,"– Determine other changes needed for the process to meet organizational or project needs beyond the tailoring (e.g., additional outcomes, activities, or tasks).",163,8.1
